epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
394,1816.56,0.27937,0.25539,0.28377,0.85998,0.92982,0.93455,0.9786,0.96307,0.92982,0.93455,0.9786,0.95599,0.21421,0.21866,0.79317,0.81754,0.00105835,0.00105835,0.00105835
395,1821.14,0.25196,0.24268,0.29674,0.8472,0.9144,0.96699,0.99103,0.97759,0.9144,0.96699,0.99103,0.97724,0.22653,0.21744,0.59458,0.81706,0.0010574,0.0010574,0.0010574
396,1825.74,0.27464,0.25997,0.30651,0.85085,0.9374,0.91845,0.98873,0.98014,0.9374,0.91845,0.98873,0.97696,0.20904,0.21884,0.69011,0.81081,0.00105646,0.00105646,0.00105646
397,1830.36,0.27738,0.24812,0.2717,0.83596,0.94317,0.95797,0.99186,0.97898,0.94317,0.95797,0.99186,0.97212,0.22676,0.22991,0.62666,0.81438,0.00105552,0.00105552,0.00105552
398,1834.96,0.30097,0.27583,0.32692,0.86481,0.93559,0.97165,0.98414,0.9735,0.93559,0.97165,0.98414,0.9642,0.20959,0.24553,0.6406,0.80736,0.00105457,0.00105457,0.00105457
399,1839.57,0.28692,0.27227,0.32023,0.84949,0.9684,0.92396,0.98845,0.96687,0.9684,0.92396,0.98845,0.96441,0.23,0.23633,0.59102,0.81562,0.00105363,0.00105363,0.00105363
400,1844.17,0.2692,0.2687,0.29364,0.83951,0.94102,0.95,0.97158,0.9601,0.94102,0.95,0.97158,0.955,0.21631,0.23977,0.69096,0.81549,0.00105269,0.00105269,0.00105269
401,1848.78,0.26084,0.26865,0.3017,0.84643,0.90196,0.95301,0.96766,0.9515,0.90196,0.95301,0.96766,0.94939,0.23699,0.23951,0.8758,0.81798,0.00105174,0.00105174,0.00105174
402,1853.39,0.27833,0.27424,0.32814,0.85033,0.90374,0.95215,0.9685,0.9506,0.90374,0.95215,0.9685,0.95389,0.21151,0.23452,0.78553,0.81458,0.0010508,0.0010508,0.0010508
403,1857.99,0.26413,0.26442,0.28807,0.84702,0.93279,0.96458,0.97626,0.95926,0.93279,0.96458,0.97626,0.96114,0.23491,0.23723,0.6369,0.81737,0.00104986,0.00104986,0.00104986
404,1862.59,0.25944,0.24471,0.30263,0.84082,0.94985,0.95,0.97524,0.96545,0.94985,0.95,0.97524,0.96427,0.22318,0.22713,0.70704,0.81608,0.00104891,0.00104891,0.00104891
405,1867.19,0.27316,0.2863,0.30775,0.84903,0.93919,0.95,0.98007,0.9701,0.93919,0.95,0.98007,0.96523,0.21931,0.2415,0.79122,0.81674,0.00104797,0.00104797,0.00104797
406,1871.79,0.29793,0.31586,0.32829,0.84535,0.92976,0.95,0.96046,0.94999,0.92976,0.95,0.96046,0.94249,0.22563,0.21546,0.73639,0.81555,0.00104703,0.00104703,0.00104703
407,1876.39,0.28076,0.26886,0.32367,0.84782,0.88361,0.88562,0.95604,0.94823,0.88361,0.88562,0.95604,0.93423,0.24299,0.22055,1.9147,0.81994,0.00104609,0.00104609,0.00104609
408,1880.97,0.25889,0.26924,0.30138,0.84845,0.89149,0.91812,0.97311,0.95796,0.89149,0.91812,0.97311,0.95103,0.26933,0.22702,1.55816,0.83105,0.00104514,0.00104514,0.00104514
409,1885.58,0.27035,0.27777,0.30617,0.85799,0.85562,0.95199,0.96965,0.95793,0.85562,0.95199,0.96965,0.94948,0.25349,0.2402,1.20273,0.82434,0.0010442,0.0010442,0.0010442
410,1890.18,0.25715,0.25974,0.2954,0.86523,0.90878,0.95161,0.97358,0.95776,0.90878,0.95161,0.97358,0.95274,0.22267,0.23474,0.84925,0.81554,0.00104326,0.00104326,0.00104326
411,1894.78,0.27428,0.27684,0.30244,0.84751,0.91009,0.99218,0.96428,0.95256,0.91009,0.99218,0.96428,0.94925,0.20567,0.22202,0.89901,0.81221,0.00104231,0.00104231,0.00104231
412,1899.39,0.26061,0.26605,0.29501,0.8445,0.82894,0.96353,0.96488,0.95287,0.82894,0.96353,0.96488,0.94719,0.21063,0.22553,1.02164,0.80934,0.00104137,0.00104137,0.00104137
413,1903.99,0.25158,0.25118,0.26831,0.84194,0.86901,0.9514,0.96983,0.95944,0.86901,0.9514,0.96983,0.95625,0.20551,0.21966,0.85595,0.80916,0.00104043,0.00104043,0.00104043
414,1908.58,0.2626,0.25417,0.26976,0.83866,0.91735,0.97166,0.98103,0.97266,0.91735,0.97166,0.98103,0.96369,0.20895,0.21583,0.64768,0.8101,0.00103948,0.00103948,0.00103948
415,1913.2,0.27108,0.24984,0.29148,0.84151,0.93804,0.98333,0.98134,0.97039,0.93804,0.98333,0.98134,0.96693,0.20996,0.20884,0.57828,0.81119,0.00103854,0.00103854,0.00103854
416,1917.82,0.2676,0.28902,0.28304,0.83412,0.89834,0.93364,0.99341,0.98574,0.89834,0.93364,0.99341,0.97471,0.20356,0.21661,0.77161,0.805,0.0010376,0.0010376,0.0010376
417,1922.52,0.2557,0.24408,0.27933,0.85083,0.88912,0.98573,0.98105,0.96968,0.88912,0.98573,0.98105,0.96434,0.23789,0.23015,0.7195,0.81495,0.00103665,0.00103665,0.00103665
418,1927.12,0.25268,0.27025,0.27166,0.83091,0.91355,0.98523,0.96785,0.95798,0.91355,0.98523,0.96785,0.94907,0.22012,0.21666,0.65535,0.81517,0.00103571,0.00103571,0.00103571
419,1931.73,0.26308,0.28665,0.30329,0.85199,0.90211,0.9788,0.98528,0.9744,0.90211,0.9788,0.98528,0.97039,0.22036,0.22938,0.66655,0.81245,0.00103477,0.00103477,0.00103477
420,1936.34,0.25641,0.27059,0.27674,0.83325,0.90444,0.95446,0.9738,0.96294,0.90444,0.95446,0.9738,0.96384,0.21679,0.22521,0.86276,0.8151,0.00103382,0.00103382,0.00103382
421,1940.94,0.27446,0.27003,0.291,0.84947,0.92088,0.95,0.9713,0.95966,0.92088,0.95,0.9713,0.95951,0.21872,0.22905,1.1494,0.81292,0.00103288,0.00103288,0.00103288
422,1945.53,0.26108,0.30656,0.29975,0.82605,0.90195,0.96667,0.9629,0.95338,0.90195,0.96667,0.9629,0.94801,0.21172,0.21019,0.79672,0.80953,0.00103194,0.00103194,0.00103194
423,1950.13,0.26418,0.27869,0.28544,0.8236,0.89415,0.97465,0.96706,0.95846,0.89415,0.97465,0.96706,0.95021,0.23651,0.20036,0.93305,0.81772,0.00103099,0.00103099,0.00103099
424,1954.71,0.24797,0.25629,0.27066,0.8347,0.9011,0.93013,0.98335,0.97675,0.9011,0.93013,0.98335,0.97583,0.20458,0.20482,0.88555,0.80963,0.00103005,0.00103005,0.00103005
425,1959.32,0.2574,0.27079,0.29298,0.83481,0.9453,0.92231,0.97998,0.96452,0.9453,0.92231,0.97998,0.96388,0.21681,0.20394,0.95191,0.81298,0.00102911,0.00102911,0.00102911
426,1963.93,0.26261,0.26042,0.25732,0.84452,0.85533,0.96667,0.98041,0.97208,0.85533,0.96667,0.98041,0.96408,0.19177,0.20622,0.91162,0.80613,0.00102817,0.00102817,0.00102817
427,1968.54,0.26495,0.26418,0.27636,0.83471,0.90304,0.93333,0.95588,0.93861,0.90304,0.93333,0.95588,0.93425,0.22915,0.22797,1.06113,0.82864,0.00102722,0.00102722,0.00102722
428,1973.13,0.23875,0.24914,0.27081,0.82619,0.85439,1,0.95569,0.93961,0.85439,1,0.95569,0.93868,0.22812,0.21588,1.09753,0.82564,0.00102628,0.00102628,0.00102628
429,1977.72,0.25011,0.27473,0.25838,0.83672,0.91705,1,0.95136,0.93725,0.91705,1,0.95136,0.93482,0.2154,0.21596,0.85386,0.81836,0.00102534,0.00102534,0.00102534
430,1982.3,0.24779,0.24734,0.24919,0.81903,0.90887,0.97064,0.95338,0.93528,0.90887,0.97064,0.95338,0.93929,0.22349,0.23459,0.92234,0.82326,0.00102439,0.00102439,0.00102439
431,1986.9,0.25608,0.25412,0.26483,0.84906,0.90149,0.96667,0.95259,0.93873,0.90149,0.96667,0.95259,0.93513,0.22042,0.2283,1.09885,0.82231,0.00102345,0.00102345,0.00102345
432,1991.48,0.26915,0.28095,0.29015,0.83789,0.89858,1,0.95079,0.93564,0.89858,1,0.95079,0.93341,0.21484,0.24594,0.94817,0.82254,0.00102251,0.00102251,0.00102251
433,1996.07,0.26272,0.2696,0.28325,0.84216,0.90773,0.96456,0.95234,0.94108,0.90773,0.96456,0.95234,0.93834,0.21028,0.23265,1.03008,0.81509,0.00102156,0.00102156,0.00102156
434,2000.67,0.24226,0.26329,0.25687,0.8372,0.82927,0.95447,0.9743,0.95478,0.82927,0.95447,0.9743,0.95968,0.22312,0.22791,1.12303,0.81919,0.00102062,0.00102062,0.00102062
435,2005.28,0.27461,0.27438,0.27798,0.84667,0.87809,0.95069,0.98289,0.97659,0.87809,0.95069,0.98289,0.96721,0.20456,0.21216,0.85642,0.80747,0.00101968,0.00101968,0.00101968
436,2009.86,0.26347,0.26821,0.28478,0.84183,0.9569,0.93396,0.99222,0.98602,0.9569,0.93396,0.99222,0.97586,0.2309,0.23502,0.66749,0.81672,0.00101873,0.00101873,0.00101873
437,2014.58,0.28466,0.25807,0.27587,0.85987,0.92734,0.95173,0.98364,0.97476,0.92734,0.95173,0.98364,0.97046,0.21238,0.21745,0.77909,0.812,0.00101779,0.00101779,0.00101779
438,2019.15,0.26083,0.24789,0.27628,0.85618,0.92747,0.94174,0.97322,0.952,0.92747,0.94174,0.97322,0.95156,0.23649,0.21386,0.99427,0.81767,0.00101685,0.00101685,0.00101685
439,2023.74,0.26136,0.26691,0.27146,0.83829,0.91751,0.91953,0.96136,0.95404,0.91751,0.91953,0.96136,0.94529,0.22233,0.22303,1.18089,0.81097,0.0010159,0.0010159,0.0010159
440,2028.36,0.24886,0.24083,0.2673,0.84711,0.92115,0.95378,0.94274,0.93505,0.92115,0.95378,0.94274,0.93158,0.22661,0.20742,1.09183,0.81335,0.00101496,0.00101496,0.00101496
441,2032.96,0.24447,0.26543,0.27853,0.83674,0.91025,1,0.95292,0.9412,0.91025,1,0.95292,0.93668,0.22087,0.21293,0.90318,0.81287,0.00101402,0.00101402,0.00101402
442,2037.55,0.25565,0.25548,0.27394,0.83212,0.86679,0.97836,0.95018,0.94108,0.86679,0.97836,0.95018,0.93636,0.21616,0.20834,1.15041,0.80957,0.00101308,0.00101308,0.00101308
443,2042.13,0.28333,0.26944,0.31924,0.84628,0.86317,0.97467,0.94793,0.93654,0.86317,0.97467,0.94793,0.9384,0.23304,0.21436,1.08739,0.81841,0.00101213,0.00101213,0.00101213
444,2046.72,0.27655,0.27679,0.31229,0.85107,0.88998,1,0.94964,0.93983,0.88998,1,0.94964,0.93997,0.2252,0.20521,1.19496,0.81469,0.00101119,0.00101119,0.00101119
445,2051.29,0.27377,0.24768,0.30426,0.85477,0.88618,0.99714,0.95337,0.94755,0.88618,0.99714,0.95337,0.94286,0.20212,0.21791,0.95621,0.80264,0.00101025,0.00101025,0.00101025
446,2055.9,0.27133,0.27095,0.28737,0.84326,0.92372,0.96811,0.97512,0.96591,0.92372,0.96811,0.97512,0.95986,0.21357,0.22307,0.95275,0.80793,0.0010093,0.0010093,0.0010093
447,2060.5,0.28229,0.27544,0.30278,0.86223,0.82142,1,0.982,0.96877,0.82142,1,0.982,0.96411,0.22707,0.22206,0.94063,0.81087,0.00100836,0.00100836,0.00100836
448,2065.08,0.26153,0.26317,0.28488,0.84848,0.8949,0.91721,0.9825,0.96252,0.8949,0.91721,0.9825,0.96236,0.24703,0.22649,0.98953,0.82534,0.00100742,0.00100742,0.00100742
449,2069.66,0.24779,0.26416,0.26404,0.83875,0.88335,0.93333,0.96108,0.95325,0.88335,0.93333,0.96108,0.94879,0.21228,0.22319,1.23175,0.80279,0.00100647,0.00100647,0.00100647
450,2074.23,0.26615,0.26276,0.28996,0.84913,0.89535,0.98333,0.96356,0.95022,0.89535,0.98333,0.96356,0.94756,0.21924,0.22953,1.05052,0.80528,0.00100553,0.00100553,0.00100553
451,2078.82,0.2643,0.26345,0.28923,0.84527,0.91887,0.91935,0.964,0.95332,0.91887,0.91935,0.964,0.94903,0.20822,0.25089,1.01416,0.80559,0.00100459,0.00100459,0.00100459
452,2083.41,0.25568,0.25231,0.29246,0.84704,0.91915,0.96955,0.96144,0.94395,0.91915,0.96955,0.96144,0.94185,0.21819,0.24483,0.97324,0.80902,0.00100364,0.00100364,0.00100364
453,2088.02,0.25329,0.24344,0.26556,0.83974,0.89338,1,0.95854,0.94863,0.89338,1,0.95854,0.94221,0.21195,0.21881,1.04946,0.80681,0.0010027,0.0010027,0.0010027
454,2092.6,0.26039,0.25986,0.29732,0.85006,0.89475,0.94771,0.9691,0.96049,0.89475,0.94771,0.9691,0.9581,0.20919,0.21625,0.88856,0.80386,0.00100176,0.00100176,0.00100176
455,2097.19,0.25438,0.26494,0.26982,0.85324,0.83836,0.9655,0.95949,0.95073,0.83836,0.9655,0.95949,0.94513,0.20672,0.21557,1.26565,0.80458,0.00100081,0.00100081,0.00100081
456,2101.78,0.25591,0.26339,0.28355,0.83785,0.86755,0.86917,0.95025,0.94535,0.86755,0.86917,0.95025,0.93365,0.20651,0.22748,2.03356,0.80464,0.000999871,0.000999871,0.000999871
457,2106.37,0.26451,0.27395,0.27504,0.84157,0.8643,0.86789,0.95815,0.95592,0.8643,0.86789,0.95815,0.94425,0.21346,0.20933,2.02099,0.80683,0.000998928,0.000998928,0.000998928
458,2110.97,0.2701,0.25206,0.27689,0.85743,0.8327,0.98466,0.94702,0.94071,0.8327,0.98466,0.94702,0.93395,0.19072,0.21602,1.4548,0.79811,0.000997985,0.000997985,0.000997985
459,2115.55,0.26534,0.26871,0.27185,0.83522,0.88153,0.9791,0.96312,0.95723,0.88153,0.9791,0.96312,0.94683,0.18541,0.22672,1.14256,0.7981,0.000997042,0.000997042,0.000997042
460,2120.15,0.2619,0.26957,0.26696,0.83422,0.85567,0.9828,0.96403,0.95698,0.85567,0.9828,0.96403,0.9471,0.19602,0.25165,1.00958,0.80385,0.000996099,0.000996099,0.000996099
461,2124.73,0.28386,0.26017,0.26232,0.86685,0.91764,0.97559,0.97413,0.96866,0.91764,0.97559,0.97413,0.95631,0.20535,0.25914,0.80536,0.80992,0.000995156,0.000995156,0.000995156
462,2129.32,0.25246,0.244,0.27285,0.84184,0.90801,1,0.96996,0.96309,0.90801,1,0.96996,0.95705,0.21118,0.25423,0.87035,0.81138,0.000994212,0.000994212,0.000994212
463,2133.91,0.26409,0.24538,0.25593,0.85592,0.91579,1,0.96584,0.96,0.91579,1,0.96584,0.95074,0.2026,0.25964,0.9009,0.80538,0.000993269,0.000993269,0.000993269
464,2138.51,0.24547,0.24539,0.25094,0.8481,0.89429,0.96792,0.95069,0.94229,0.89429,0.96792,0.95069,0.93193,0.21517,0.2261,0.95379,0.80474,0.000992326,0.000992326,0.000992326
465,2143.12,0.25032,0.24075,0.29188,0.84725,0.89958,0.96833,0.97043,0.96111,0.89958,0.96833,0.97043,0.95489,0.2168,0.22148,0.80608,0.80402,0.000991383,0.000991383,0.000991383
466,2147.72,0.2596,0.27271,0.26204,0.82901,0.90535,0.96976,0.98449,0.97515,0.90535,0.96976,0.98449,0.97235,0.21112,0.22567,0.71575,0.80892,0.00099044,0.00099044,0.00099044
467,2152.29,0.24951,0.25745,0.28836,0.8342,0.89672,0.98333,0.98396,0.97404,0.89672,0.98333,0.98396,0.97181,0.21505,0.2182,0.78487,0.8098,0.000989497,0.000989497,0.000989497
468,2156.88,0.25035,0.27406,0.2747,0.82561,0.89677,0.97634,0.9767,0.97051,0.89677,0.97634,0.9767,0.96391,0.19285,0.22453,0.67223,0.80766,0.000988554,0.000988554,0.000988554
469,2161.46,0.25046,0.2821,0.25382,0.83558,0.90688,0.97216,0.96999,0.95642,0.90688,0.97216,0.96999,0.94889,0.21236,0.22184,0.73447,0.81123,0.00098761,0.00098761,0.00098761
470,2166.04,0.25932,0.27603,0.27528,0.84792,0.88952,0.99792,0.93551,0.92224,0.88952,0.99792,0.93551,0.92205,0.2147,0.21329,1.13088,0.80779,0.000986667,0.000986667,0.000986667
471,2170.64,0.23845,0.25058,0.26468,0.82694,0.86019,0.98263,0.93948,0.93149,0.86019,0.98263,0.93948,0.9176,0.20369,0.22807,0.99726,0.80247,0.000985724,0.000985724,0.000985724
472,2175.24,0.24295,0.24582,0.27054,0.83939,0.88925,1,0.95897,0.95505,0.88925,1,0.95897,0.94288,0.19847,0.22061,0.85966,0.80637,0.000984781,0.000984781,0.000984781
473,2179.84,0.24046,0.25606,0.25242,0.83492,0.86914,0.98576,0.95889,0.95118,0.86914,0.98576,0.95889,0.94674,0.19185,0.24122,1.12194,0.80731,0.000983838,0.000983838,0.000983838
474,2184.43,0.24137,0.23593,0.27716,0.83409,0.88811,1,0.94903,0.94184,0.88811,1,0.94903,0.93797,0.18153,0.23092,1.00463,0.80318,0.000982895,0.000982895,0.000982895
475,2189.03,0.28604,0.27508,0.33035,0.86262,0.89219,0.97151,0.94148,0.93095,0.89219,0.97151,0.94148,0.92352,0.20545,0.22678,0.88592,0.80808,0.000981952,0.000981952,0.000981952
476,2193.62,0.26449,0.26723,0.27045,0.82827,0.90739,0.94249,0.96614,0.95856,0.90739,0.94249,0.96614,0.95196,0.19795,0.21658,0.9764,0.80552,0.000981008,0.000981008,0.000981008
477,2198.23,0.24301,0.26973,0.25762,0.83135,0.85113,0.99702,0.96548,0.95638,0.85113,0.99702,0.96548,0.95213,0.21457,0.21998,1.08564,0.81176,0.000980065,0.000980065,0.000980065
478,2202.83,0.25601,0.2633,0.27264,0.83011,0.91021,0.93333,0.95755,0.95024,0.91021,0.93333,0.95755,0.94484,0.2122,0.20851,1.18445,0.80772,0.000979122,0.000979122,0.000979122
479,2207.43,0.25234,0.2841,0.26585,0.83529,0.92898,0.93333,0.9654,0.95736,0.92898,0.93333,0.9654,0.95102,0.20238,0.21114,0.86599,0.80876,0.000978179,0.000978179,0.000978179
480,2212.02,0.25443,0.24336,0.25272,0.84841,0.93847,0.93333,0.96966,0.96232,0.93847,0.93333,0.96966,0.95978,0.20808,0.22686,0.82005,0.81017,0.000977236,0.000977236,0.000977236
481,2216.61,0.25066,0.25274,0.27338,0.82148,0.92791,0.92856,0.95565,0.94778,0.92791,0.92856,0.95565,0.94598,0.19912,0.23043,1.04133,0.80433,0.000976293,0.000976293,0.000976293
482,2221.21,0.26845,0.25418,0.27028,0.84242,0.90768,0.95059,0.95582,0.95203,0.90768,0.95059,0.95582,0.94819,0.19456,0.22841,0.92154,0.8081,0.00097535,0.00097535,0.00097535
483,2225.8,0.23558,0.24557,0.24983,0.83284,0.87564,0.9838,0.9561,0.95102,0.87564,0.9838,0.9561,0.94766,0.19002,0.21918,0.94793,0.80434,0.000974407,0.000974407,0.000974407
484,2230.39,0.25247,0.24577,0.25778,0.84159,0.87727,0.98393,0.94187,0.93439,0.87727,0.98393,0.94187,0.93268,0.20364,0.20897,1.03019,0.80497,0.000973463,0.000973463,0.000973463
485,2234.98,0.24125,0.24524,0.24717,0.82771,0.90021,0.95,0.94205,0.93053,0.90021,0.95,0.94205,0.93076,0.1977,0.21649,1.08756,0.80687,0.00097252,0.00097252,0.00097252
486,2239.57,0.22962,0.25436,0.24263,0.83138,0.90826,0.93745,0.948,0.94154,0.90826,0.93745,0.948,0.93105,0.20149,0.2119,0.95056,0.80625,0.000971577,0.000971577,0.000971577
487,2244.16,0.25017,0.27285,0.25872,0.84505,0.85648,0.99856,0.96376,0.95768,0.85648,0.99856,0.96376,0.94921,0.19397,0.21357,0.81341,0.80512,0.000970634,0.000970634,0.000970634
488,2248.76,0.24358,0.28405,0.27522,0.82824,0.9054,0.93644,0.95313,0.94536,0.9054,0.93644,0.95313,0.94128,0.2083,0.2339,0.96921,0.81055,0.000969691,0.000969691,0.000969691
489,2253.36,0.25679,0.25908,0.27106,0.8512,0.89413,0.91667,0.9519,0.94603,0.89413,0.91667,0.9519,0.93942,0.21545,0.21673,1.11807,0.81122,0.000968748,0.000968748,0.000968748
490,2257.95,0.25179,0.24919,0.30119,0.83324,0.9043,0.89385,0.97041,0.96024,0.9043,0.89385,0.97041,0.95949,0.21054,0.20937,0.93735,0.81187,0.000967805,0.000967805,0.000967805
491,2262.57,0.25761,0.26799,0.29893,0.8333,0.90037,0.93333,0.95225,0.94694,0.90037,0.93333,0.95225,0.94263,0.19815,0.21655,1.05416,0.80997,0.000966861,0.000966861,0.000966861
492,2267.16,0.24012,0.23972,0.28081,0.83296,0.92717,0.93333,0.94472,0.9427,0.92717,0.93333,0.94472,0.93396,0.18232,0.21325,1.05417,0.80753,0.000965918,0.000965918,0.000965918
493,2271.75,0.23377,0.25049,0.25059,0.82047,0.91867,0.93333,0.94996,0.947,0.91867,0.93333,0.94996,0.9391,0.1889,0.21386,1.17849,0.80344,0.000964975,0.000964975,0.000964975
494,2276.36,0.23694,0.26934,0.2543,0.83712,0.93073,0.92567,0.96787,0.95868,0.93073,0.92567,0.96787,0.95305,0.19821,0.21238,1.07308,0.81081,0.000964032,0.000964032,0.000964032
495,2280.95,0.25125,0.26827,0.28999,0.82601,0.9247,0.9589,0.97974,0.97476,0.9247,0.9589,0.97974,0.9676,0.19554,0.2003,0.73661,0.8085,0.000963089,0.000963089,0.000963089
496,2285.55,0.24511,0.26109,0.2609,0.82931,0.91255,0.99102,0.95752,0.95253,0.91255,0.99102,0.95752,0.94112,0.21426,0.21227,0.78672,0.80712,0.000962146,0.000962146,0.000962146
497,2290.16,0.2621,0.26013,0.27165,0.83659,0.91622,0.9416,0.96502,0.95686,0.91622,0.9416,0.96502,0.95345,0.20357,0.22063,1.04008,0.80558,0.000961203,0.000961203,0.000961203
498,2294.77,0.256,0.25579,0.27529,0.83598,0.91923,0.93362,0.96979,0.9616,0.91923,0.93362,0.96979,0.95577,0.21599,0.22389,1.09823,0.81088,0.000960259,0.000960259,0.000960259
499,2299.39,0.26979,0.27394,0.28301,0.83234,0.91936,0.92743,0.96484,0.95499,0.91936,0.92743,0.96484,0.94939,0.21444,0.23273,1.10703,0.81137,0.000959316,0.000959316,0.000959316
500,2303.99,0.26554,0.26672,0.26549,0.83862,0.92116,0.93245,0.96341,0.9548,0.92116,0.93245,0.96341,0.95026,0.21001,0.22727,1.04303,0.80731,0.000958373,0.000958373,0.000958373
501,2308.6,0.25186,0.25692,0.28685,0.85315,0.93308,0.94054,0.96615,0.95849,0.93308,0.94054,0.96615,0.94953,0.21121,0.2234,0.87294,0.81111,0.00095743,0.00095743,0.00095743
502,2313.2,0.25391,0.28601,0.29171,0.83492,0.93173,0.93333,0.96471,0.94523,0.93173,0.93333,0.96471,0.94998,0.25316,0.23459,0.90816,0.82586,0.000956487,0.000956487,0.000956487
503,2317.81,0.25388,0.2565,0.26406,0.83478,0.90102,0.91804,0.95311,0.93955,0.90102,0.91804,0.95311,0.94291,0.2307,0.22624,1.51955,0.81816,0.000955544,0.000955544,0.000955544
504,2322.41,0.26352,0.28477,0.28063,0.84676,0.8857,0.96667,0.96456,0.95414,0.8857,0.96667,0.96456,0.95344,0.20968,0.21406,1.26591,0.80744,0.000954601,0.000954601,0.000954601
505,2327.03,0.24921,0.25897,0.27053,0.82691,0.94618,0.93982,0.9726,0.96398,0.94618,0.93982,0.9726,0.96205,0.19908,0.20545,0.79702,0.80461,0.000953657,0.000953657,0.000953657
506,2331.62,0.25793,0.26598,0.26291,0.84741,0.92182,0.93333,0.95504,0.94618,0.92182,0.93333,0.95504,0.93986,0.21485,0.22027,0.91947,0.81211,0.000952714,0.000952714,0.000952714
507,2336.21,0.24214,0.25579,0.2747,0.85087,0.89768,0.91679,0.96757,0.95482,0.89768,0.91679,0.96757,0.95565,0.21086,0.22768,1.13602,0.81109,0.000951771,0.000951771,0.000951771
508,2340.8,0.26217,0.25517,0.26536,0.83866,0.88611,0.93466,0.96669,0.9586,0.88611,0.93466,0.96669,0.95456,0.21533,0.21796,1.11216,0.81391,0.000950828,0.000950828,0.000950828
509,2345.41,0.23951,0.25918,0.27142,0.83552,0.915,0.92517,0.95846,0.94864,0.915,0.92517,0.95846,0.9402,0.2077,0.21649,1.06232,0.81051,0.000949885,0.000949885,0.000949885
510,2350.02,0.24955,0.24269,0.26815,0.82923,0.89637,0.9564,0.97369,0.95964,0.89637,0.9564,0.97369,0.95891,0.21523,0.22471,0.82614,0.81466,0.000948942,0.000948942,0.000948942
511,2354.63,0.24983,0.26164,0.28845,0.83846,0.92359,0.93685,0.97336,0.95554,0.92359,0.93685,0.97336,0.95488,0.21926,0.22643,0.92286,0.81603,0.000947999,0.000947999,0.000947999
512,2359.24,0.2498,0.2668,0.27018,0.84456,0.88528,0.95406,0.96367,0.94875,0.88528,0.95406,0.96367,0.94546,0.22402,0.22358,1.01864,0.81823,0.000947055,0.000947055,0.000947055
513,2363.86,0.2453,0.26006,0.29398,0.8527,0.89488,0.93771,0.96132,0.94573,0.89488,0.93771,0.96132,0.94652,0.22987,0.22437,1.14522,0.81742,0.000946112,0.000946112,0.000946112
514,2368.47,0.26043,0.27497,0.27911,0.83432,0.90764,0.95,0.96704,0.95593,0.90764,0.95,0.96704,0.95285,0.20804,0.21156,1.13101,0.81035,0.000945169,0.000945169,0.000945169
515,2373.08,0.25914,0.25971,0.26993,0.83636,0.88422,0.95,0.96822,0.95732,0.88422,0.95,0.96822,0.95461,0.21646,0.21399,1.31743,0.81242,0.000944226,0.000944226,0.000944226
516,2377.68,0.25847,0.24611,0.28098,0.84172,0.86571,0.9475,0.96604,0.95505,0.86571,0.9475,0.96604,0.94503,0.22277,0.22303,1.49963,0.81296,0.000943283,0.000943283,0.000943283
517,2382.26,0.24529,0.26089,0.2804,0.85453,0.87792,0.95,0.97597,0.96093,0.87792,0.95,0.97597,0.95259,0.23696,0.23391,1.36014,0.81806,0.00094234,0.00094234,0.00094234
518,2386.89,0.24997,0.23835,0.25627,0.83764,0.89551,0.98333,0.98496,0.97489,0.89551,0.98333,0.98496,0.96987,0.21429,0.21733,0.84842,0.81071,0.000941397,0.000941397,0.000941397
519,2391.51,0.23558,0.23719,0.24516,0.83087,0.89194,0.99459,0.98106,0.97362,0.89194,0.99459,0.98106,0.96635,0.21037,0.21322,0.8153,0.81068,0.000940453,0.000940453,0.000940453
520,2396.11,0.24312,0.27011,0.24987,0.84914,0.91708,0.9814,0.9814,0.97384,0.91708,0.9814,0.9814,0.97034,0.20335,0.20898,0.77766,0.80692,0.00093951,0.00093951,0.00093951
521,2400.72,0.23926,0.24962,0.25313,0.81382,0.92293,0.973,0.9834,0.97433,0.92293,0.973,0.9834,0.97472,0.22368,0.20333,0.79741,0.81531,0.000938567,0.000938567,0.000938567
522,2405.32,0.27567,0.2401,0.29514,0.84186,0.87252,0.97061,0.98746,0.98011,0.87252,0.97061,0.98746,0.97677,0.20278,0.20495,0.87423,0.80862,0.000937624,0.000937624,0.000937624
523,2409.93,0.23703,0.2446,0.27099,0.83489,0.89158,0.98333,0.98379,0.97599,0.89158,0.98333,0.98379,0.97156,0.20811,0.20427,0.78983,0.80542,0.000936681,0.000936681,0.000936681
524,2414.53,0.22584,0.21885,0.25319,0.83918,0.94514,0.96385,0.9877,0.98438,0.94514,0.96385,0.9877,0.97839,0.20436,0.20323,0.71618,0.80775,0.000935738,0.000935738,0.000935738
525,2419.13,0.24273,0.25901,0.29077,0.82892,0.94802,0.93315,0.98519,0.98212,0.94802,0.93315,0.98519,0.97727,0.21196,0.21856,0.81505,0.81013,0.000934795,0.000934795,0.000934795
